Date,Close/Last,Volume,Open,High,Low
04/27/2023,$27.226,377161200,$27.363,$27.495,$26.625
04/26/2023,$26.956,406336800,$27.002,$27.33,$26.7051
04/25/2023,$26.241,378527200,$27.078,$27.247,$26.225
04/24/2023,$27.042,339281900,$27.013,$27.366,$26.671
04/21/2023,$27.119,345102800,$26.952,$27.183,$26.722
04/20/2023,$27.104,427713300,$27.671,$28.03,$27.00
04/19/2023,$27.931,358660400,$27.361,$28.00,$27.232
04/18/2023,$27.667,604811500,$27.5335,$28.11,$27.357
04/17/2023,$27.002,321471300,$26.5655,$27.006,$26.4332
04/14/2023,$26.758,395660100,$26.504,$26.883,$26.22
04/13/2023,$26.463,353615300,$26.734,$26.8869,$26.329
04/12/2023,$26.495,446259000,$27.37,$27.468,$26.4475
04/11/2023,$27.169,314378200,$27.7235,$27.79,$27.126
04/10/2023,$27.579,395278600,$26.823,$27.621,$26.669
04/06/2023,$27.037,397654300,$26.584,$27.08,$26.427
04/05/2023,$26.881,515014700,$26.829,$26.998,$26.395
04/04/2023,$27.453,368591500,$27.966,$28.00,$27.307
04/03/2023,$27.965,398715600,$27.509,$28.00,$27.336
03/31/2023,$27.777,433932800,$27.14,$27.8343,$27.105
03/30/2023,$27.383,364515700,$27.229,$27.499,$27.102
03/29/2023,$26.984,393693900,$26.825,$27.078,$26.597
03/28/2023,$26.41,356103800,$26.447,$26.513,$25.85
03/27/2023,$26.531,361025700,$26.837,$27.00,$26.365
03/24/2023,$26.779,455414100,$27.031,$27.167,$26.355
03/23/2023,$27.191,564888800,$27.1155,$27.499,$26.69
03/22/2023,$26.468,797295100,$26.425,$27.589,$26.237
03/21/2023,$26.199,547407800,$26.18,$26.392,$25.381
03/20/2023,$25.90,432747200,$25.615,$26.024,$25.1298
03/17/2023,$25.725,848546600,$25.982,$26.399,$25.668
03/16/2023,$25.541,584946300,$24.027,$25.588,$23.894
03/15/2023,$24.228,524485700,$23.761,$24.286,$23.36
03/14/2023,$24.063,474910100,$23.496,$24.219,$23.46
03/13/2023,$22.966,421890300,$22.752,$23.298,$22.297
03/10/2023,$22.965,474865700,$23.409,$23.627,$22.726
03/09/2023,$23.436,501257000,$24.175,$24.454,$23.3828
03/08/2023,$24.181,513573400,$23.487,$24.20,$23.4235
03/07/2023,$23.288,515153900,$23.60,$24.125,$23.241
03/06/2023,$23.554,437429200,$23.891,$24.248,$23.487
03/03/2023,$23.89,412393300,$23.32,$23.90,$23.13
03/02/2023,$23.314,390074700,$22.488,$23.3804,$22.432
03/01/2023,$22.698,460025600,$23.192,$23.2556,$22.508
02/28/2023,$23.216,455962800,$23.372,$23.825,$23.206
02/27/2023,$23.501,452993700,$23.67,$23.8799,$23.454
02/24/2023,$23.286,589715900,$23.225,$23.474,$22.947
02/23/2023,$23.664,1117995000,$23.44,$23.888,$23.025
02/22/2023,$20.754,513184300,$20.707,$21.104,$20.421
02/21/2023,$20.655,410014600,$21.00,$21.4938,$20.618
02/17/2023,$21.388,465887600,$21.631,$21.74,$20.975
02/16/2023,$22.002,412026300,$22.133,$22.55,$21.9268
02/15/2023,$22.764,421188300,$22.549,$22.855,$22.106
02/14/2023,$22.971,675473500,$21.578,$23.0488,$21.366
02/13/2023,$21.788,474918600,$21.538,$22.048,$20.962
02/10/2023,$21.265,550736800,$21.69,$22.0776,$20.811
02/09/2023,$22.337,523875800,$22.606,$23.02,$22.12
02/08/2023,$22.205,559651200,$22.387,$22.878,$22.008
02/07/2023,$22.173,664149600,$21.382,$22.259,$21.15
02/06/2023,$21.089,452197100,$20.806,$21.57,$20.786
02/03/2023,$21.10,429366000,$21.00,$21.745,$20.789
02/02/2023,$21.709,564275800,$21.00,$21.949,$20.70
02/01/2023,$20.943,660477000,$19.691,$21.192,$19.611
01/31/2023,$19.537,498016600,$19.1695,$19.687,$18.95
01/30/2023,$19.162,488611200,$19.95,$20.14,$19.15
01/27/2023,$20.365,542142000,$19.462,$20.628,$19.405
01/26/2023,$19.802,489535400,$19.701,$20.166,$19.278
01/25/2023,$19.323,449537100,$18.9125,$19.37,$18.58
01/24/2023,$19.265,496204100,$18.827,$19.495,$18.82
01/23/2023,$19.193,655162600,$18.064,$19.245,$17.8175
01/20/2023,$17.839,564967100,$17.011,$17.856,$16.825
01/19/2023,$16.765,452931600,$17.036,$17.197,$16.731
01/18/2023,$17.377,439623600,$17.667,$17.873,$17.282
01/17/2023,$17.702,511102200,$16.899,$17.728,$16.899
01/13/2023,$16.899,447287100,$16.278,$16.922,$16.165
01/12/2023,$16.511,551409100,$16.10,$16.637,$15.492
01/11/2023,$16.001,353284900,$15.8395,$16.028,$15.563
01/10/2023,$15.909,384101300,$15.507,$15.962,$15.472
01/09/2023,$15.628,504230600,$15.284,$16.056,$15.141
01/06/2023,$14.859,405043600,$14.474,$15.01,$14.034
01/05/2023,$14.265,389168100,$14.491,$14.564,$14.148
01/04/2023,$14.749,431323600,$14.567,$14.853,$14.241
01/03/2023,$14.315,401276600,$14.851,$14.996,$14.096
12/30/2022,$14.614,310489800,$14.334,$14.629,$14.233
12/29/2022,$14.603,354923200,$14.402,$14.683,$14.227
12/28/2022,$14.036,351066500,$13.927,$14.262,$13.884
12/27/2022,$14.121,464902300,$15.074,$15.10,$14.056
12/23/2022,$15.206,349325600,$15.196,$15.339,$14.883
12/22/2022,$15.339,565045300,$16.0935,$16.138,$14.882
12/21/2022,$16.501,325025400,$16.114,$16.627,$16.102
12/20/2022,$16.085,403259800,$16.064,$16.31,$15.852
12/19/2022,$16.254,354038800,$16.572,$16.609,$16.145
12/16/2022,$16.571,478231900,$16.8642,$17.041,$16.41
12/15/2022,$16.952,478542100,$17.146,$17.32,$16.70
12/14/2022,$17.674,496888100,$17.987,$18.252,$17.42
12/13/2022,$18.072,656588800,$18.531,$18.79,$17.711
12/12/2022,$17.535,457327800,$17.037,$17.538,$16.797
12/09/2022,$17.001,465338200,$17.16,$17.583,$16.975
12/08/2022,$17.169,515455500,$16.273,$17.179,$15.959
12/07/2022,$16.12,372387600,$15.772,$16.186,$15.667
12/06/2022,$15.987,352694300,$16.53,$16.573,$15.819
12/05/2022,$16.61,352255200,$16.679,$16.995,$16.472
12/02/2022,$16.876,371388600,$16.659,$16.9326,$16.445
12/01/2022,$17.135,470976600,$16.999,$17.265,$16.635
11/30/2022,$16.923,565298200,$15.697,$16.93,$15.597
11/29/2022,$15.639,298384500,$15.827,$15.932,$15.52
11/28/2022,$15.827,304152000,$16.026,$16.357,$15.725
11/25/2022,$16.27,167934300,$16.318,$16.487,$16.172
11/23/2022,$16.519,427240900,$16.098,$16.527,$16.048
11/22/2022,$16.038,472866100,$15.328,$16.0576,$15.1216
11/21/2022,$15.317,404739300,$15.147,$15.477,$15.08
11/18/2022,$15.409,492071700,$15.966,$16.002,$15.12
11/17/2022,$15.677,710893600,$15.715,$16.266,$15.535
11/16/2022,$15.91,649546800,$16.1615,$16.362,$15.873
11/15/2022,$16.666,545875500,$16.7215,$16.998,$16.382
11/14/2022,$16.295,527852500,$16.218,$16.54,$15.922
11/11/2022,$16.327,655487500,$15.8075,$16.389,$15.482
11/10/2022,$15.75,700819300,$14.80,$15.773,$14.547
11/09/2022,$13.776,454413700,$14.1615,$14.211,$13.759
11/08/2022,$14.602,595292000,$14.801,$14.891,$14.216
11/07/2022,$14.301,410061000,$14.228,$14.412,$13.954
11/04/2022,$14.156,612575900,$13.986,$14.229,$13.697
11/03/2022,$13.421,500064900,$13.043,$13.781,$12.956
11/02/2022,$13.219,672627800,$13.85,$14.21,$13.2112
11/01/2022,$13.543,432816900,$13.811,$13.925,$13.519
10/31/2022,$13.497,486341000,$13.778,$13.838,$13.297
10/28/2022,$13.834,521039900,$13.104,$13.85,$13.061
10/27/2022,$13.176,583113100,$13.63,$13.838,$13.122
10/26/2022,$12.896,535533300,$12.869,$13.388,$12.708
10/25/2022,$13.261,505482300,$12.6935,$13.30,$12.664
10/24/2022,$12.599,517457400,$12.508,$12.71,$12.064
10/21/2022,$12.466,609494400,$12.0982,$12.498,$11.887
10/20/2022,$12.194,652397600,$12.113,$12.769,$12.105
10/19/2022,$12.051,523130600,$11.879,$12.35,$11.834
10/18/2022,$11.967,659362100,$12.344,$12.492,$11.618
10/17/2022,$11.888,580774200,$11.518,$11.948,$11.517
10/14/2022,$11.227,713432000,$12.057,$12.111,$11.204
10/13/2022,$11.96,850103000,$10.971,$12.078,$10.813
10/12/2022,$11.50,492590200,$11.579,$11.735,$11.345
10/11/2022,$11.586,667481600,$11.561,$11.846,$11.283
10/10/2022,$11.67,698699300,$12.037,$12.1243,$11.4081
10/07/2022,$12.076,672478200,$12.505,$12.67,$12.022
10/06/2022,$13.13,644156900,$13.22,$13.656,$13.103
10/05/2022,$13.209,507130700,$12.9107,$13.321,$12.621
10/04/2022,$13.167,584181700,$12.879,$13.22,$12.879
10/03/2022,$12.512,547478500,$12.347,$12.678,$12.105
09/30/2022,$12.139,565638400,$12.087,$12.633,$12.075
09/29/2022,$12.22,532763100,$12.448,$12.50,$11.946
09/28/2022,$12.736,542413900,$12.41,$12.823,$12.3539
09/27/2022,$12.413,553854100,$12.507,$12.736,$12.258
09/26/2022,$12.228,547342700,$12.491,$12.659,$12.214
09/23/2022,$12.516,663309300,$12.42,$12.611,$12.257
09/22/2022,$12.561,759162200,$13.07,$13.149,$12.428
09/21/2022,$13.261,807679400,$13.213,$14.031,$13.11
09/20/2022,$13.176,524817800,$13.2145,$13.4828,$13.057
09/19/2022,$13.382,569685300,$13.012,$13.463,$13.01
09/16/2022,$13.198,670751400,$12.7415,$13.212,$12.617
09/15/2022,$12.929,523625200,$13.0152,$13.233,$12.79
09/14/2022,$13.128,588506500,$13.254,$13.29,$12.913
09/13/2022,$13.131,714955600,$13.802,$13.922,$13.099
09/12/2022,$14.505,484159200,$14.369,$14.547,$14.198
09/09/2022,$14.387,487128400,$14.157,$14.474,$14.126
09/08/2022,$13.99,624873100,$13.459,$14.008,$13.369
09/07/2022,$13.714,512657500,$13.563,$13.838,$13.346
09/06/2022,$13.465,535751200,$13.731,$13.779,$13.351
09/02/2022,$13.647,743157500,$14.10,$14.171,$13.591
09/01/2022,$13.937,1178865000,$14.209,$14.38,$13.2702
08/31/2022,$15.094,573709900,$15.384,$15.54,$14.9585
08/30/2022,$15.468,530180700,$15.96,$16.039,$15.182
08/29/2022,$15.801,496131900,$16.02,$16.338,$15.767
08/26/2022,$16.26,769127400,$17.857,$17.924,$16.237
08/25/2022,$17.913,770691300,$16.844,$17.947,$16.833
08/24/2022,$17.222,522660700,$17.012,$17.406,$16.895
08/23/2022,$17.181,369985800,$16.9885,$17.465,$16.97
08/22/2022,$17.034,409592700,$17.49,$17.558,$16.966
08/19/2022,$17.849,441588300,$18.406,$18.52,$17.77
08/18/2022,$18.773,415446600,$18.301,$18.865,$18.183
08/17/2022,$18.335,446799100,$18.523,$18.688,$18.145
08/16/2022,$18.879,451239600,$18.9195,$19.142,$18.501
08/15/2022,$19.032,457665600,$18.701,$19.164,$18.613
08/12/2022,$18.709,478094200,$18.16,$18.718,$17.953
08/11/2022,$17.942,509326600,$18.131,$18.707,$17.876
08/10/2022,$18.097,597422500,$17.698,$18.118,$17.317
08/09/2022,$17.086,668262700,$17.252,$17.4472,$16.724
08/08/2022,$17.793,983783200,$17.502,$18.239,$17.242
08/05/2022,$18.989,386068300,$18.81,$19.2289,$18.666
08/04/2022,$19.215,409652300,$18.849,$19.274,$18.76
08/03/2022,$18.893,418145600,$18.184,$18.968,$18.137
08/02/2022,$18.526,489526900,$18.122,$18.9375,$18.092
08/01/2022,$18.441,476469000,$18.182,$18.846,$17.99
07/29/2022,$18.163,435460400,$17.813,$18.244,$17.692
07/28/2022,$17.984,474646300,$17.975,$18.14,$17.44
07/27/2022,$17.79,569776200,$17.032,$17.936,$16.913
07/26/2022,$16.533,397864900,$16.889,$16.919,$16.478
07/25/2022,$17.024,480747500,$17.019,$17.124,$16.649
07/22/2022,$17.319,536670900,$17.893,$17.967,$17.1365
07/21/2022,$18.05,557049300,$17.885,$18.144,$17.5446
07/20/2022,$17.807,760537800,$16.947,$17.9325,$16.801
07/19/2022,$16.992,702366100,$16.486,$17.11,$16.172
07/18/2022,$16.101,670517500,$16.302,$16.897,$16.002
07/15/2022,$15.762,385935500,$15.659,$15.782,$15.445
07/14/2022,$15.372,456234800,$15.108,$15.473,$14.728
07/13/2022,$15.164,521918300,$14.59,$15.375,$14.465
07/12/2022,$15.082,458483100,$15.268,$15.431,$14.877
07/11/2022,$15.152,438388700,$15.526,$15.527,$15.038
07/08/2022,$15.838,467971800,$15.43,$16.037,$15.389
07/07/2022,$15.858,492902800,$15.4555,$15.945,$15.389
07/06/2022,$15.13,529065900,$15.01,$15.319,$14.789
07/05/2022,$14.964,652207600,$14.175,$14.971,$14.055
07/01/2022,$14.523,577610100,$14.899,$15.0629,$14.392
06/30/2022,$15.159,686070000,$15.361,$15.567,$14.862
06/29/2022,$15.542,482352300,$15.814,$15.82,$15.17
06/28/2022,$15.982,461859400,$16.90,$17.202,$15.945
06/27/2022,$16.869,427967900,$17.312,$17.33,$16.6255
06/24/2022,$17.126,472152800,$16.50,$17.14,$16.31
06/23/2022,$16.225,463679600,$16.5185,$16.585,$15.853
06/22/2022,$16.36,437997400,$16.226,$16.662,$16.18
06/21/2022,$16.566,483088900,$16.4745,$17.008,$16.407
06/17/2022,$15.88,630334000,$15.648,$15.995,$15.328
06/16/2022,$15.601,545748700,$15.86,$15.9423,$15.401
06/15/2022,$16.527,563935700,$16.095,$16.868,$15.926
06/14/2022,$15.836,469679500,$15.731,$16.066,$15.412
06/13/2022,$15.647,604153400,$16.00,$16.312,$15.606
06/10/2022,$16.974,465649700,$17.60,$17.697,$16.869
06/09/2022,$18.048,395573800,$18.481,$18.933,$18.041
06/08/2022,$18.648,363252500,$18.799,$19.18,$18.535
06/07/2022,$18.926,388914100,$18.472,$19.00,$18.188
06/06/2022,$18.786,422406200,$19.139,$19.337,$18.5642
06/03/2022,$18.72,598778700,$19.0815,$19.3323,$18.5216
06/02/2022,$19.592,648655800,$18.292,$19.619,$18.198
06/01/2022,$18.32,544513900,$18.724,$19.0532,$18.122
05/31/2022,$18.672,664099500,$18.98,$19.20,$18.35
05/27/2022,$18.811,738379400,$18.186,$18.881,$18.10
05/26/2022,$17.851,996574500,$16.036,$18.092,$16.022
05/25/2022,$16.975,781131900,$16.02,$17.111,$16.00
05/24/2022,$16.154,588550000,$16.51,$16.597,$15.78
05/23/2022,$16.898,639888700,$16.274,$16.915,$16.179
05/20/2022,$16.694,739105300,$17.332,$17.41,$15.755
05/19/2022,$17.124,621309600,$16.937,$17.687,$16.7341
05/18/2022,$16.938,545161100,$17.705,$18.118,$16.864
05/17/2022,$18.177,585829700,$18.074,$18.371,$17.634
05/16/2022,$17.264,521446000,$17.509,$17.788,$17.106
05/13/2022,$17.706,670436500,$16.788,$17.9284,$16.5925
05/12/2022,$16.175,708728400,$16.2191,$16.788,$15.567
05/11/2022,$16.63,670167000,$17.347,$17.753,$16.568
05/10/2022,$17.595,761474300,$17.689,$18.198,$17.025
05/09/2022,$16.95,644454500,$18.034,$18.255,$16.827
05/06/2022,$18.675,633296700,$18.736,$19.512,$17.99
05/05/2022,$18.844,626331400,$19.867,$19.925,$18.50
05/04/2022,$20.334,648854600,$19.923,$20.40,$18.751
05/03/2022,$19.602,475750800,$19.40,$19.825,$19.133
05/02/2022,$19.533,572048700,$18.5405,$19.574,$18.391
04/29/2022,$18.547,500434900,$19.402,$20.1285,$18.517
04/28/2022,$19.782,570326700,$18.967,$20.037,$18.4896
04/27/2022,$18.415,499460200,$18.598,$19.167,$18.29
04/26/2022,$18.788,653142500,$19.718,$19.788,$18.67
04/25/2022,$19.902,641565600,$19.202,$19.945,$19.096
04/22/2022,$19.515,624713400,$20.303,$20.486,$19.50
04/21/2022,$20.183,656209400,$21.7092,$22.392,$20.00
04/20/2022,$21.482,468974400,$22.5171,$22.6704,$21.20
04/19/2022,$22.198,512780600,$21.72,$22.373,$21.314
04/18/2022,$21.783,525700600,$21.20,$22.088,$21.079
04/14/2022,$21.258,569096900,$22.505,$22.777,$21.163
04/13/2022,$22.203,516943400,$21.728,$22.50,$21.455
04/12/2022,$21.504,662258100,$22.537,$22.725,$21.282
04/11/2022,$21.917,575206800,$22.214,$22.3199,$21.66
04/08/2022,$23.119,524780600,$23.917,$23.923,$23.062
04/07/2022,$24.208,557992400,$24.441,$24.722,$23.478
04/06/2022,$24.407,703832600,$24.934,$25.30,$24.003
04/05/2022,$25.931,436614700,$27.254,$27.319,$25.82
04/04/2022,$27.36,397707800,$26.728,$27.558,$26.613
04/01/2022,$26.712,517235100,$27.375,$27.496,$26.267
03/31/2022,$27.286,523440200,$27.782,$28.248,$27.27
03/30/2022,$27.69,463487100,$28.304,$28.4955,$27.503
03/29/2022,$28.656,488984400,$28.6945,$28.946,$27.98
03/28/2022,$28.219,425493900,$27.7555,$28.25,$27.206
03/25/2022,$27.692,579016200,$27.886,$28.358,$27.271
03/24/2022,$28.15,877379100,$26.166,$28.32,$25.907
03/23/2022,$25.634,502119900,$26.126,$26.6115,$25.575
03/22/2022,$26.524,547007100,$26.727,$27.238,$26.072
03/21/2022,$26.734,591727100,$26.507,$27.152,$25.967
03/18/2022,$26.453,730718600,$24.799,$26.569,$24.624
03/17/2022,$24.766,471941200,$24.12,$24.842,$23.906
03/16/2022,$24.496,671421700,$23.50,$24.597,$23.172
03/15/2022,$22.973,491995700,$21.518,$23.038,$21.322
03/14/2022,$21.33,385354200,$21.869,$22.262,$21.159
03/11/2022,$22.10,367208600,$23.022,$23.145,$22.046
03/10/2022,$22.658,428065700,$22.531,$22.788,$21.882
03/09/2022,$23.014,492742000,$22.387,$23.22,$22.247
03/08/2022,$21.514,557467200,$21.309,$22.373,$20.65
03/07/2022,$21.352,450820900,$22.817,$23.033,$21.33
03/04/2022,$22.936,432010700,$23.384,$23.68,$22.482
03/03/2022,$23.714,365095000,$24.2615,$24.326,$23.469
03/02/2022,$24.22,389641900,$23.756,$24.409,$23.415
03/01/2022,$23.477,412056000,$24.291,$24.377,$23.132
02/28/2022,$24.385,477318600,$23.992,$24.665,$23.707
02/25/2022,$24.157,528865500,$23.721,$24.217,$23.381
02/24/2022,$23.748,735800600,$21.015,$23.80,$20.89
02/23/2022,$22.387,566510800,$23.802,$24.155,$22.301
02/22/2022,$23.39,633422400,$23.035,$24.064,$23.00
02/18/2022,$23.642,761254900,$24.6675,$24.986,$23.10
02/17/2022,$24.507,810595100,$25.63,$25.785,$24.165
02/16/2022,$26.511,732676300,$26.259,$26.582,$25.552
02/15/2022,$26.495,701752800,$24.949,$26.545,$24.784
02/14/2022,$24.267,440424400,$23.934,$24.875,$23.755
02/11/2022,$23.949,605472000,$25.916,$26.152,$23.773
02/10/2022,$25.824,513199700,$25.995,$26.925,$25.60
02/09/2022,$26.705,524281700,$25.622,$26.725,$25.353
02/08/2022,$25.108,410358600,$24.359,$25.23,$23.98
02/07/2022,$24.728,376867500,$24.372,$25.182,$24.202
02/04/2022,$24.319,354828500,$23.972,$24.635,$23.632
02/03/2022,$23.948,410177800,$24.458,$25.077,$23.78
02/02/2022,$25.242,543419400,$25.794,$25.817,$24.553
02/01/2022,$24.638,518925200,$25.104,$25.145,$23.89
01/31/2022,$24.486,564679700,$23.182,$24.509,$23.052
01/28/2022,$22.84,543774300,$22.0122,$22.858,$21.296
01/27/2022,$21.944,573352700,$23.568,$23.995,$21.675
01/26/2022,$22.772,755958700,$23.24,$24.057,$22.30
01/25/2022,$22.324,664616400,$22.546,$22.943,$22.00
01/24/2022,$23.372,915810600,$22.33,$23.38,$20.888
01/21/2022,$23.374,718957800,$23.507,$24.823,$23.263
01/20/2022,$24.15,435180700,$25.304,$25.579,$24.078
01/19/2022,$25.067,488314500,$26.079,$26.5432,$25.052
01/18/2022,$25.903,425306200,$26.26,$26.638,$25.77
01/14/2022,$26.942,395832400,$26.30,$27.1969,$26.21
01/13/2022,$26.575,538868100,$28.379,$28.48,$26.498
01/12/2022,$27.999,383413500,$28.0665,$28.595,$27.608
01/11/2022,$27.817,404089300,$27.3225,$28.065,$26.839
01/10/2022,$27.40,594681000,$26.581,$27.469,$25.6438
01/07/2022,$27.247,409938500,$28.141,$28.422,$27.057
01/06/2022,$28.178,454186400,$27.64,$28.438,$27.065
01/05/2022,$27.604,498063900,$28.949,$29.416,$27.533
01/04/2022,$29.29,527154400,$30.277,$30.468,$28.349
01/03/2022,$30.121,392402900,$29.815,$30.711,$29.785
12/31/2021,$29.411,266529900,$29.674,$30.03,$29.3306
12/30/2021,$29.586,308864200,$29.827,$30.457,$29.54
12/29/2021,$30.001,343139300,$30.2725,$30.548,$29.366
12/28/2021,$30.322,420591200,$31.312,$31.33,$30.0118
12/27/2021,$30.945,403685900,$29.66,$31.0865,$29.64
12/23/2021,$29.64,343021700,$29.755,$30.059,$29.431
12/22/2021,$29.40,395184400,$28.891,$29.555,$28.449
12/21/2021,$29.075,524384900,$28.374,$29.12,$27.401
12/20/2021,$27.719,461846800,$27.305,$28.144,$27.145
12/17/2021,$27.801,716622400,$27.985,$28.922,$27.76
12/16/2021,$28.387,707366000,$31.152,$31.16,$28.093
12/15/2021,$30.459,698296900,$28.40,$30.50,$27.838
12/14/2021,$28.337,667035400,$27.699,$28.678,$27.25
12/13/2021,$28.161,598343700,$30.249,$30.294,$28.116
12/10/2021,$30.198,488825100,$31.15,$31.305,$29.861
12/09/2021,$30.49,488507200,$31.734,$32.205,$30.428
12/08/2021,$31.826,475551500,$31.999,$32.29,$31.421
12/07/2021,$32.427,593053500,$30.957,$32.449,$30.651
12/06/2021,$30.037,658938500,$29.88,$30.241,$28.038
12/03/2021,$30.693,544325100,$32.00,$32.129,$30.13
12/02/2021,$32.126,472890300,$31.214,$32.478,$31.025
12/01/2021,$31.435,485802000,$33.2195,$33.2893,$31.38
11/30/2021,$32.676,622066500,$33.169,$33.353,$31.864
11/29/2021,$33.376,454964000,$32.366,$33.412,$32.036
11/26/2021,$31.503,283068900,$32.60,$32.71,$31.35
11/24/2021,$32.674,435162300,$31.461,$32.855,$30.928
11/23/2021,$31.746,532162700,$31.535,$32.36,$30.88
11/22/2021,$31.956,754335200,$33.517,$34.647,$31.90
11/19/2021,$32.985,533866700,$32.243,$33.088,$31.905
11/18/2021,$31.675,781710800,$32.367,$32.76,$31.321
11/17/2021,$29.261,428508000,$30.418,$30.509,$28.80
11/16/2021,$30.203,264483700,$29.759,$30.39,$29.7059
11/15/2021,$30.025,384909000,$30.552,$30.644,$29.247
11/12/2021,$30.39,413054300,$30.01,$30.68,$29.63
11/11/2021,$30.39,332172100,$30.468,$30.59,$29.777
11/10/2021,$29.459,636205700,$29.356,$30.85,$28.778
11/09/2021,$30.657,646746200,$32.282,$32.31,$29.964
11/08/2021,$30.804,503100900,$30.149,$31.10,$29.907
11/05/2021,$29.752,851260200,$30.187,$31.40,$29.41
11/04/2021,$29.801,1153631000,$27.229,$31.365,$27.118
11/03/2021,$26.598,239910300,$26.67,$26.784,$26.235
11/02/2021,$26.401,294112400,$25.822,$26.678,$25.80
11/01/2021,$25.827,265739800,$25.649,$25.894,$25.227
10/29/2021,$25.567,292502800,$25.0005,$25.709,$25.00
10/28/2021,$24.941,234204300,$24.878,$24.95,$24.523
10/27/2021,$24.451,245989900,$24.474,$25.09,$24.282
10/26/2021,$24.717,485898300,$23.989,$25.259,$23.924
10/25/2021,$23.166,230234800,$22.973,$23.355,$22.77
10/22/2021,$22.726,249383800,$22.823,$23.13,$22.561
10/21/2021,$22.692,187590300,$22.097,$22.711,$22.083
10/20/2021,$22.103,146275900,$22.3045,$22.433,$21.982
10/19/2021,$22.29,161473300,$22.276,$22.379,$22.037
10/18/2021,$22.222,189493600,$21.749,$22.291,$21.644
10/15/2021,$21.862,226994000,$21.81,$21.931,$21.662
10/14/2021,$21.746,243588800,$21.288,$21.755,$21.122
10/13/2021,$20.939,180651900,$20.918,$20.99,$20.713
10/12/2021,$20.671,162133500,$20.8275,$21.057,$20.528
10/11/2021,$20.695,163387500,$20.575,$21.063,$20.511
10/08/2021,$20.831,151257900,$21.101,$21.206,$20.775
10/07/2021,$21.075,256918900,$21.092,$21.322,$20.972
10/06/2021,$20.70,297201800,$20.12,$20.72,$20.08
10/05/2021,$20.451,279281700,$19.95,$20.648,$19.854
10/04/2021,$19.732,345635000,$20.504,$20.5418,$19.555
10/01/2021,$20.742,240978000,$20.75,$20.859,$20.203
09/30/2021,$20.716,221009100,$20.7684,$21.066,$20.688
09/29/2021,$20.517,218393600,$20.9395,$21.017,$20.467
09/28/2021,$20.699,343069000,$21.2135,$21.419,$20.651
09/27/2021,$21.66,245215100,$21.7104,$21.799,$21.325
09/24/2021,$22.081,217655500,$22.07,$22.149,$21.861
09/23/2021,$22.482,248554900,$22.14,$22.5345,$21.89
09/22/2021,$21.941,268725600,$21.3655,$21.96,$21.196
09/21/2021,$21.246,204688100,$21.4165,$21.425,$20.95
09/20/2021,$21.113,349440500,$21.146,$21.433,$20.662
09/17/2021,$21.90,294502800,$22.30,$22.321,$21.83
09/16/2021,$22.242,156033400,$22.1835,$22.277,$21.927
09/15/2021,$22.341,166538000,$22.309,$22.367,$21.966
09/14/2021,$22.242,199754600,$22.275,$22.41,$22.086
09/13/2021,$22.152,297499900,$22.684,$22.964,$21.858
09/10/2021,$22.478,248375700,$22.3483,$22.626,$22.27
09/09/2021,$22.177,196856000,$22.312,$22.538,$22.131
09/08/2021,$22.339,254434200,$22.513,$22.61,$21.977
09/07/2021,$22.662,198107200,$22.833,$22.899,$22.5224
09/03/2021,$22.843,280832000,$22.325,$22.986,$22.20
09/02/2021,$22.396,188109600,$22.518,$22.593,$22.2945
09/01/2021,$22.441,201767000,$22.485,$22.697,$22.3565
08/31/2021,$22.385,259849700,$22.695,$22.695,$22.12
08/30/2021,$22.688,262579900,$22.83,$23.043,$22.551
08/27/2021,$22.636,304722200,$22.184,$22.722,$22.167
08/26/2021,$22.068,237940400,$22.20,$22.34,$21.79
08/25/2021,$22.213,347701000,$21.737,$22.47,$21.722
08/24/2021,$21.793,297298900,$21.753,$21.959,$21.535
08/23/2021,$21.958,575806600,$20.971,$21.997,$20.95
08/20/2021,$20.816,675741300,$19.991,$20.8651,$19.933
08/19/2021,$19.798,766554800,$19.494,$20.495,$18.762
08/18/2021,$19.04,285913500,$19.50,$19.6337,$19.00
08/17/2021,$19.458,204584900,$19.685,$19.77,$19.267
08/16/2021,$19.95,211152800,$20.135,$20.287,$19.453
08/13/2021,$20.188,183062900,$19.905,$20.2138,$19.851
08/12/2021,$19.905,151861600,$19.87,$20.029,$19.62
08/11/2021,$19.699,185924800,$20.043,$20.049,$19.43
08/10/2021,$19.936,179237800,$20.322,$20.43,$19.8345
08/09/2021,$20.295,146443100,$20.446,$20.508,$20.143
08/06/2021,$20.366,178496600,$20.524,$20.57,$20.21
08/05/2021,$20.637,211435400,$20.50,$20.733,$20.342
08/04/2021,$20.274,231309400,$19.99,$20.318,$19.828
08/03/2021,$19.815,301810700,$19.74,$20.222,$19.22
08/02/2021,$19.75,217444000,$19.70,$19.961,$19.361
07/30/2021,$19.499,183497500,$19.418,$19.63,$19.263
07/29/2021,$19.662,190780900,$19.519,$19.853,$19.328
07/28/2021,$19.503,202191200,$19.3192,$19.646,$18.995
07/27/2021,$19.208,248862600,$19.265,$19.622,$18.741
07/26/2021,$19.294,203943200,$19.311,$19.442,$18.914
07/23/2021,$19.558,195672000,$19.6564,$19.70,$19.25
07/22/2021,$19.594,323826000,$19.642,$19.887,$19.276
07/21/2021,$19.41,371017400,$18.882,$19.527,$18.742
07/20/2021,$18.612,434686500,$18.73,$18.838,$18.164
